id;level;section;heading;text;important;dependencies
NFR-0221;3;1.4.79;Requisito de acceso;Como usuario requiero que cumplir con la protección de datos sensibles durante operaciones críticas.;74;
NFR-0222;3;1.4.80;Control de integridad;El sistema debe cumplir con la disponibilidad continua con un impacto mínimo en UX.;78;
NFR-0223;3;1.4.81;Cumplimiento auditoría;La arquitectura debe implementar el rendimiento bajo carga máxima durante operaciones críticas.;85;
NFR-0224;3;1.4.82;Garantía de auditoría;El sistema debe implementar la protección de datos sensibles siguiendo las mejores prácticas del sector.;70;
NFR-0225;3;1.4.83;Cumplimiento seguridad;La arquitectura debe verificar la protección de datos sensibles manteniendo consistencia transaccional.;73;
NFR-0226;3;1.4.84;Política de acceso;El sistema debe garantizar la protección de datos sensibles durante operaciones críticas.;92;
NFR-0227;3;1.4.85;Garantía de integridad;La arquitectura debe asegurar la protección de datos sensibles durante operaciones críticas.;90;
NFR-0228;3;1.4.86;Control de integridad;El sistema debe implementar la escalabilidad automática siguiendo las mejores prácticas del sector.;77;
NFR-0229;3;1.4.87;Requisito de usabilidad;El sistema debe implementar la escalabilidad automática con un impacto mínimo en UX.;72;
NFR-0230;3;1.4.88;Garantía de escalabilidad;El sistema debe cumplir con la escalabilidad automática durante operaciones críticas.;89;
NFR-0231;3;1.4.89;Garantía de backups;El sistema debe verificar el rendimiento bajo carga máxima en todos los entornos operativos.;84;
NFR-0232;3;1.4.90;Requisito de rendimiento;Como usuario requiero que verificar la escalabilidad automática durante operaciones críticas.;86;
NFR-0233;3;1.4.91;Control de disponibilidad;La arquitectura debe garantizar el rendimiento bajo carga máxima durante operaciones críticas.;89;
NFR-0234;3;1.4.92;Política de usabilidad;Como usuario requiero que verificar los estándares de seguridad con un impacto mínimo en UX.;77;
NFR-0235;3;1.4.93;Garantía de integridad;Como usuario requiero que garantizar la disponibilidad continua en todos los entornos operativos.;75;
NFR-0236;3;1.4.94;Política de seguridad;El sistema debe implementar los estándares de seguridad manteniendo consistencia transaccional.;77;
NFR-0237;3;1.4.95;Control de recuperación;El sistema debe implementar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;77;
NFR-0238;3;1.4.96;Política de backups;La arquitectura debe asegurar los estándares de seguridad con un impacto mínimo en UX.;70;
NFR-0239;3;1.4.97;Requisito de integridad;El sistema debe verificar la escalabilidad automática manteniendo consistencia transaccional.;72;
NFR-0240;3;1.4.98;Garantía de seguridad;Como usuario requiero que cumplir con la escalabilidad automática durante operaciones críticas.;74;
NFR-0241;3;1.4.99;Requisito de recuperación;El sistema debe asegurar la escalabilidad automática con un impacto mínimo en UX.;89;
NFR-0242;3;1.4.100;Política de rendimiento;Como usuario requiero que garantizar la protección de datos sensibles durante operaciones críticas.;82;
NFR-0243;3;1.4.101;Requisito de escalabilidad;Como usuario requiero que implementar los estándares de seguridad manteniendo consistencia transaccional.;86;
NFR-0244;3;1.4.102;Requisito de acceso;El sistema debe cumplir con la protección de datos sensibles siguiendo las mejores prácticas del sector.;79;
NFR-0245;3;1.4.103;Garantía de integridad;La arquitectura debe verificar la disponibilidad continua en todos los entornos operativos.;91;
NFR-0246;3;1.4.104;Garantía de backups;El sistema debe asegurar la escalabilidad automática siguiendo las mejores prácticas del sector.;78;
NFR-0247;3;1.4.105;Cumplimiento escalabilidad;Como usuario requiero que garantizar la escalabilidad automática con un impacto mínimo en UX.;88;
NFR-0248;3;1.4.106;Requisito de recuperación;La arquitectura debe implementar la escalabilidad automática en todos los entornos operativos.;73;
NFR-0249;3;1.4.107;Cumplimiento rendimiento;La arquitectura debe garantizar la protección de datos sensibles con un impacto mínimo en UX.;78;
NFR-0250;3;1.4.108;Control de disponibilidad;La arquitectura debe asegurar la disponibilidad continua siguiendo las mejores prácticas del sector.;84;
NFR-0251;3;1.4.109;Control de integridad;Como usuario requiero que implementar la escalabilidad automática con un impacto mínimo en UX.;85;
NFR-0252;3;1.4.110;Requisito de recuperación;El sistema debe implementar la protección de datos sensibles durante operaciones críticas.;87;
NFR-0253;3;1.4.111;Cumplimiento integridad;La arquitectura debe implementar el rendimiento bajo carga máxima en todos los entornos operativos.;89;
NFR-0254;3;1.4.112;Control de recuperación;El sistema debe garantizar la escalabilidad automática siguiendo las mejores prácticas del sector.;83;
NFR-0255;3;1.4.113;Cumplimiento acceso;La arquitectura debe asegurar los estándares de seguridad manteniendo consistencia transaccional.;81;
NFR-0256;3;1.4.114;Garantía de usabilidad;La arquitectura debe garantizar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;94;
NFR-0257;3;1.4.115;Cumplimiento disponibilidad;El sistema debe cumplir con la protección de datos sensibles con un impacto mínimo en UX.;89;
NFR-0258;3;1.4.116;Control de recuperación;Como usuario requiero que garantizar la protección de datos sensibles en todos los entornos operativos.;82;
NFR-0259;3;1.4.117;Requisito de backups;La arquitectura debe asegurar la protección de datos sensibles manteniendo consistencia transaccional.;93;
NFR-0260;3;1.4.118;Control de recuperación;El sistema debe cumplir con la escalabilidad automática siguiendo las mejores prácticas del sector.;76;
NFR-0261;3;1.4.119;Cumplimiento escalabilidad;Como usuario requiero que asegurar la disponibilidad continua manteniendo consistencia transaccional.;92;
NFR-0262;3;1.4.120;Requisito de escalabilidad;La arquitectura debe garantizar la protección de datos sensibles con un impacto mínimo en UX.;71;
NFR-0263;3;1.4.121;Garantía de recuperación;El sistema debe cumplir con los estándares de seguridad siguiendo las mejores prácticas del sector.;90;
NFR-0264;3;1.4.122;Garantía de integridad;Como usuario requiero que garantizar la protección de datos sensibles en todos los entornos operativos.;73;
NFR-0265;3;1.4.123;Requisito de backups;El sistema debe cumplir con la protección de datos sensibles con un impacto mínimo en UX.;73;
NFR-0266;3;1.4.124;Cumplimiento acceso;El sistema debe implementar la disponibilidad continua manteniendo consistencia transaccional.;83;
NFR-0267;3;1.4.125;Requisito de acceso;Como usuario requiero que verificar los estándares de seguridad con un impacto mínimo en UX.;82;
NFR-0268;3;1.4.126;Control de rendimiento;El sistema debe asegurar los estándares de seguridad durante operaciones críticas.;78;
NFR-0269;3;1.4.127;Requisito de auditoría;La arquitectura debe asegurar los estándares de seguridad durante operaciones críticas.;88;
NFR-0270;3;1.4.128;Requisito de auditoría;La arquitectura debe asegurar la protección de datos sensibles manteniendo consistencia transaccional.;83;
NFR-0271;3;1.4.129;Requisito de seguridad;La arquitectura debe cumplir con la escalabilidad automática siguiendo las mejores prácticas del sector.;77;
NFR-0272;3;1.4.130;Política de seguridad;El sistema debe garantizar la disponibilidad continua manteniendo consistencia transaccional.;78;
NFR-0273;3;1.4.131;Control de backups;Como usuario requiero que cumplir con la protección de datos sensibles en todos los entornos operativos.;80;
NFR-0274;3;1.4.132;Control de auditoría;El sistema debe garantizar la disponibilidad continua durante operaciones críticas.;94;
NFR-0275;3;1.4.133;Control de rendimiento;Como usuario requiero que implementar la escalabilidad automática en todos los entornos operativos.;84;
NFR-0276;3;1.4.134;Política de usabilidad;Como usuario requiero que asegurar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;75;
NFR-0277;3;1.4.135;Control de recuperación;El sistema debe implementar el rendimiento bajo carga máxima durante operaciones críticas.;88;
NFR-0278;3;1.4.136;Política de recuperación;La arquitectura debe verificar la escalabilidad automática durante operaciones críticas.;71;
NFR-0279;3;1.4.137;Requisito de acceso;Como usuario requiero que verificar la protección de datos sensibles manteniendo consistencia transaccional.;78;
NFR-0280;3;1.4.138;Cumplimiento usabilidad;El sistema debe verificar el rendimiento bajo carga máxima en todos los entornos operativos.;70;
NFR-0281;3;1.4.139;Política de seguridad;Como usuario requiero que implementar la escalabilidad automática en todos los entornos operativos.;75;
NFR-0282;3;1.4.140;Control de rendimiento;Como usuario requiero que cumplir con la disponibilidad continua siguiendo las mejores prácticas del sector.;85;
NFR-0283;2;1.5;Latencia;Requisitos de Latencia para el área de Rendimiento;86;
NFR-0284;3;1.5.1;Política de integridad;El sistema debe implementar el rendimiento bajo carga máxima en todos los entornos operativos.;77;
NFR-0285;2;2.1;Autenticación;Requisitos de Autenticación para el área de Seguridad;86;
NFR-0286;3;2.1.1;Requisito de usabilidad;El sistema debe verificar los estándares de seguridad con un impacto mínimo en UX.;95;
NFR-0287;3;2.1.2;Política de rendimiento;El sistema debe garantizar la protección de datos sensibles en todos los entornos operativos.;92;
NFR-0288;3;2.1.3;Control de escalabilidad;El sistema debe verificar la protección de datos sensibles manteniendo consistencia transaccional.;82;
NFR-0289;3;2.1.4;Política de auditoría;El sistema debe implementar la escalabilidad automática durante operaciones críticas.;85;
NFR-0290;3;2.1.5;Control de recuperación;Como usuario requiero que verificar los estándares de seguridad con un impacto mínimo en UX.;89;
NFR-0291;3;2.1.6;Requisito de recuperación;Como usuario requiero que verificar la protección de datos sensibles siguiendo las mejores prácticas del sector.;79;
NFR-0292;3;2.1.7;Cumplimiento recuperación;El sistema debe garantizar la escalabilidad automática manteniendo consistencia transaccional.;92;
NFR-0293;3;2.1.8;Garantía de integridad;La arquitectura debe asegurar la disponibilidad continua con un impacto mínimo en UX.;83;
NFR-0294;3;2.1.9;Garantía de recuperación;Como usuario requiero que asegurar los estándares de seguridad siguiendo las mejores prácticas del sector.;89;
NFR-0295;3;2.1.10;Garantía de backups;El sistema debe verificar los estándares de seguridad siguiendo las mejores prácticas del sector.;77;
NFR-0296;3;2.1.11;Política de disponibilidad;La arquitectura debe cumplir con los estándares de seguridad en todos los entornos operativos.;80;
NFR-0297;3;2.1.12;Garantía de backups;El sistema debe garantizar los estándares de seguridad manteniendo consistencia transaccional.;78;
NFR-0298;3;2.1.13;Cumplimiento recuperación;La arquitectura debe asegurar los estándares de seguridad siguiendo las mejores prácticas del sector.;71;
NFR-0299;3;2.1.14;Requisito de acceso;La arquitectura debe asegurar la escalabilidad automática en todos los entornos operativos.;93;
NFR-0300;3;2.1.15;Control de acceso;Como usuario requiero que asegurar la disponibilidad continua siguiendo las mejores prácticas del sector.;72;
NFR-0301;3;2.1.16;Cumplimiento rendimiento;El sistema debe garantizar la disponibilidad continua en todos los entornos operativos.;81;
NFR-0302;3;2.1.17;Política de integridad;Como usuario requiero que verificar el rendimiento bajo carga máxima en todos los entornos operativos.;88;
NFR-0303;3;2.1.18;Garantía de disponibilidad;La arquitectura debe garantizar el rendimiento bajo carga máxima en todos los entornos operativos.;75;
NFR-0304;3;2.1.19;Requisito de rendimiento;Como usuario requiero que garantizar la disponibilidad continua con un impacto mínimo en UX.;93;
NFR-0305;3;2.1.20;Requisito de integridad;El sistema debe implementar la escalabilidad automática siguiendo las mejores prácticas del sector.;87;
NFR-0306;3;2.1.21;Cumplimiento seguridad;La arquitectura debe asegurar la escalabilidad automática con un impacto mínimo en UX.;81;
NFR-0307;3;2.1.22;Política de escalabilidad;La arquitectura debe garantizar la protección de datos sensibles en todos los entornos operativos.;80;
NFR-0308;3;2.1.23;Política de acceso;La arquitectura debe implementar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;82;
NFR-0309;3;2.1.24;Requisito de disponibilidad;Como usuario requiero que verificar los estándares de seguridad siguiendo las mejores prácticas del sector.;79;
NFR-0310;3;2.1.25;Requisito de auditoría;La arquitectura debe cumplir con la protección de datos sensibles manteniendo consistencia transaccional.;78;
NFR-0311;3;2.1.26;Cumplimiento seguridad;La arquitectura debe implementar la disponibilidad continua siguiendo las mejores prácticas del sector.;76;
NFR-0312;3;2.1.27;Control de escalabilidad;El sistema debe asegurar los estándares de seguridad en todos los entornos operativos.;95;
NFR-0313;3;2.1.28;Cumplimiento disponibilidad;La arquitectura debe garantizar la escalabilidad automática con un impacto mínimo en UX.;91;
NFR-0314;3;2.1.29;Garantía de backups;Como usuario requiero que cumplir con los estándares de seguridad manteniendo consistencia transaccional.;86;
NFR-0315;3;2.1.30;Control de acceso;Como usuario requiero que implementar los estándares de seguridad durante operaciones críticas.;74;
NFR-0316;3;2.1.31;Garantía de auditoría;La arquitectura debe garantizar la escalabilidad automática durante operaciones críticas.;85;
NFR-0317;3;2.1.32;Control de escalabilidad;Como usuario requiero que cumplir con la escalabilidad automática en todos los entornos operativos.;70;
NFR-0318;3;2.1.33;Cumplimiento recuperación;El sistema debe verificar los estándares de seguridad en todos los entornos operativos.;88;
NFR-0319;3;2.1.34;Política de auditoría;La arquitectura debe asegurar la escalabilidad automática siguiendo las mejores prácticas del sector.;71;
NFR-0320;3;2.1.35;Garantía de integridad;El sistema debe verificar la protección de datos sensibles durante operaciones críticas.;81;
NFR-0321;3;2.1.36;Política de seguridad;El sistema debe implementar los estándares de seguridad en todos los entornos operativos.;95;
NFR-0322;3;2.1.37;Política de acceso;El sistema debe garantizar la disponibilidad continua siguiendo las mejores prácticas del sector.;82;
NFR-0323;3;2.1.38;Garantía de backups;El sistema debe implementar los estándares de seguridad con un impacto mínimo en UX.;91;
NFR-0324;3;2.1.39;Control de escalabilidad;La arquitectura debe implementar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;78;
NFR-0325;3;2.1.40;Cumplimiento usabilidad;La arquitectura debe verificar los estándares de seguridad durante operaciones críticas.;92;
NFR-0326;3;2.1.41;Garantía de rendimiento;El sistema debe implementar la disponibilidad continua manteniendo consistencia transaccional.;79;
NFR-0327;3;2.1.42;Política de rendimiento;El sistema debe implementar la disponibilidad continua siguiendo las mejores prácticas del sector.;89;
NFR-0328;3;2.1.43;Control de seguridad;Como usuario requiero que garantizar los estándares de seguridad manteniendo consistencia transaccional.;82;
NFR-0329;3;2.1.44;Cumplimiento acceso;El sistema debe verificar la protección de datos sensibles durante operaciones críticas.;80;
NFR-0330;3;2.1.45;Requisito de backups;La arquitectura debe garantizar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;88;
NFR-0331;3;2.1.46;Requisito de seguridad;La arquitectura debe garantizar la protección de datos sensibles siguiendo las mejores prácticas del sector.;94;
NFR-0332;3;2.1.47;Cumplimiento seguridad;El sistema debe implementar la protección de datos sensibles en todos los entornos operativos.;70;
NFR-0333;3;2.1.48;Garantía de disponibilidad;La arquitectura debe garantizar la disponibilidad continua con un impacto mínimo en UX.;71;
NFR-0334;3;2.1.49;Control de auditoría;Como usuario requiero que verificar la escalabilidad automática siguiendo las mejores prácticas del sector.;91;
NFR-0335;3;2.1.50;Requisito de rendimiento;El sistema debe implementar la escalabilidad automática con un impacto mínimo en UX.;91;
NFR-0336;3;2.1.51;Control de auditoría;El sistema debe asegurar la protección de datos sensibles durante operaciones críticas.;92;
NFR-0337;2;2.2;Cifrado;Requisitos de Cifrado para el área de Seguridad;82;
NFR-0338;3;2.2.1;Política de disponibilidad;La arquitectura debe implementar el rendimiento bajo carga máxima con un impacto mínimo en UX.;88;
NFR-0339;3;2.2.2;Cumplimiento recuperación;El sistema debe garantizar la protección de datos sensibles durante operaciones críticas.;75;
NFR-0340;3;2.2.3;Política de rendimiento;Como usuario requiero que cumplir con la escalabilidad automática manteniendo consistencia transaccional.;79;
NFR-0341;3;2.2.4;Cumplimiento rendimiento;El sistema debe asegurar los estándares de seguridad con un impacto mínimo en UX.;80;
NFR-0342;3;2.2.5;Requisito de integridad;El sistema debe asegurar la protección de datos sensibles en todos los entornos operativos.;70;
NFR-0343;3;2.2.6;Política de backups;El sistema debe implementar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;94;
NFR-0344;3;2.2.7;Política de rendimiento;La arquitectura debe implementar los estándares de seguridad manteniendo consistencia transaccional.;91;
NFR-0345;3;2.2.8;Política de integridad;El sistema debe cumplir con la disponibilidad continua en todos los entornos operativos.;76;
NFR-0346;3;2.2.9;Control de seguridad;Como usuario requiero que implementar el rendimiento bajo carga máxima durante operaciones críticas.;74;
NFR-0347;3;2.2.10;Control de integridad;Como usuario requiero que verificar la escalabilidad automática durante operaciones críticas.;72;
NFR-0348;3;2.2.11;Requisito de acceso;Como usuario requiero que verificar el rendimiento bajo carga máxima durante operaciones críticas.;93;
NFR-0349;3;2.2.12;Control de auditoría;El sistema debe verificar la escalabilidad automática con un impacto mínimo en UX.;82;
NFR-0350;3;2.2.13;Control de rendimiento;El sistema debe asegurar la disponibilidad continua con un impacto mínimo en UX.;81;
NFR-0351;3;2.2.14;Política de rendimiento;La arquitectura debe implementar la escalabilidad automática en todos los entornos operativos.;95;
NFR-0352;3;2.2.15;Política de escalabilidad;Como usuario requiero que cumplir con los estándares de seguridad durante operaciones críticas.;73;
NFR-0353;3;2.2.16;Cumplimiento recuperación;Como usuario requiero que asegurar la protección de datos sensibles siguiendo las mejores prácticas del sector.;82;
NFR-0354;3;2.2.17;Requisito de backups;Como usuario requiero que implementar los estándares de seguridad con un impacto mínimo en UX.;80;
NFR-0355;3;2.2.18;Requisito de disponibilidad;Como usuario requiero que asegurar el rendimiento bajo carga máxima durante operaciones críticas.;85;
NFR-0356;3;2.2.19;Cumplimiento seguridad;Como usuario requiero que cumplir con los estándares de seguridad con un impacto mínimo en UX.;93;
NFR-0357;3;2.2.20;Cumplimiento acceso;La arquitectura debe verificar la escalabilidad automática con un impacto mínimo en UX.;73;
NFR-0358;3;2.2.21;Control de auditoría;El sistema debe asegurar la escalabilidad automática manteniendo consistencia transaccional.;94;
NFR-0359;3;2.2.22;Cumplimiento disponibilidad;Como usuario requiero que implementar los estándares de seguridad manteniendo consistencia transaccional.;82;
NFR-0360;3;2.2.23;Requisito de auditoría;Como usuario requiero que implementar los estándares de seguridad manteniendo consistencia transaccional.;80;
NFR-0361;3;2.2.24;Garantía de rendimiento;La arquitectura debe asegurar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;91;
NFR-0362;3;2.2.25;Política de disponibilidad;El sistema debe verificar el rendimiento bajo carga máxima en todos los entornos operativos.;89;
NFR-0363;3;2.2.26;Política de integridad;El sistema debe asegurar la protección de datos sensibles siguiendo las mejores prácticas del sector.;76;
NFR-0364;3;2.2.27;Política de seguridad;Como usuario requiero que asegurar la protección de datos sensibles con un impacto mínimo en UX.;76;
NFR-0365;3;2.2.28;Política de disponibilidad;El sistema debe verificar la escalabilidad automática siguiendo las mejores prácticas del sector.;82;
NFR-0366;3;2.2.29;Requisito de seguridad;Como usuario requiero que verificar la protección de datos sensibles con un impacto mínimo en UX.;87;
NFR-0367;3;2.2.30;Requisito de recuperación;El sistema debe verificar el rendimiento bajo carga máxima en todos los entornos operativos.;73;
NFR-0368;3;2.2.31;Garantía de backups;El sistema debe verificar la escalabilidad automática durante operaciones críticas.;89;
NFR-0369;3;2.2.32;Garantía de backups;Como usuario requiero que cumplir con la escalabilidad automática en todos los entornos operativos.;89;
NFR-0370;3;2.2.33;Requisito de auditoría;La arquitectura debe garantizar la protección de datos sensibles siguiendo las mejores prácticas del sector.;83;
NFR-0371;3;2.2.34;Control de seguridad;Como usuario requiero que garantizar la disponibilidad continua con un impacto mínimo en UX.;77;
NFR-0372;3;2.2.35;Política de seguridad;El sistema debe asegurar la escalabilidad automática con un impacto mínimo en UX.;75;
NFR-0373;3;2.2.36;Política de acceso;El sistema debe verificar los estándares de seguridad con un impacto mínimo en UX.;70;
NFR-0374;3;2.2.37;Requisito de seguridad;Como usuario requiero que implementar la disponibilidad continua siguiendo las mejores prácticas del sector.;85;
NFR-0375;3;2.2.38;Cumplimiento seguridad;La arquitectura debe verificar la escalabilidad automática con un impacto mínimo en UX.;92;
NFR-0376;3;2.2.39;Requisito de recuperación;El sistema debe verificar el rendimiento bajo carga máxima en todos los entornos operativos.;83;
NFR-0377;3;2.2.40;Garantía de rendimiento;La arquitectura debe asegurar el rendimiento bajo carga máxima con un impacto mínimo en UX.;93;
NFR-0378;3;2.2.41;Control de disponibilidad;El sistema debe verificar los estándares de seguridad en todos los entornos operativos.;78;
NFR-0379;3;2.2.42;Control de acceso;El sistema debe garantizar la escalabilidad automática en todos los entornos operativos.;94;
NFR-0380;3;2.2.43;Control de rendimiento;La arquitectura debe implementar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;90;
NFR-0381;3;2.2.44;Garantía de rendimiento;Como usuario requiero que garantizar la protección de datos sensibles con un impacto mínimo en UX.;89;
NFR-0382;3;2.2.45;Garantía de disponibilidad;La arquitectura debe implementar la escalabilidad automática siguiendo las mejores prácticas del sector.;95;
NFR-0383;3;2.2.46;Requisito de acceso;Como usuario requiero que implementar la disponibilidad continua en todos los entornos operativos.;83;
NFR-0384;3;2.2.47;Control de usabilidad;El sistema debe implementar la disponibilidad continua durante operaciones críticas.;84;
NFR-0385;3;2.2.48;Garantía de usabilidad;El sistema debe garantizar la escalabilidad automática siguiendo las mejores prácticas del sector.;83;
NFR-0386;3;2.2.49;Política de auditoría;El sistema debe asegurar la protección de datos sensibles manteniendo consistencia transaccional.;86;
NFR-0387;3;2.2.50;Control de rendimiento;Como usuario requiero que verificar los estándares de seguridad siguiendo las mejores prácticas del sector.;85;
NFR-0388;3;2.2.51;Cumplimiento recuperación;El sistema debe verificar los estándares de seguridad siguiendo las mejores prácticas del sector.;95;
NFR-0389;3;2.2.52;Política de integridad;El sistema debe implementar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;81;
NFR-0390;3;2.2.53;Control de backups;Como usuario requiero que garantizar el rendimiento bajo carga máxima en todos los entornos operativos.;94;
NFR-0391;3;2.2.54;Control de escalabilidad;La arquitectura debe cumplir con los estándares de seguridad en todos los entornos operativos.;80;
NFR-0392;3;2.2.55;Control de recuperación;El sistema debe cumplir con los estándares de seguridad manteniendo consistencia transaccional.;85;
NFR-0393;3;2.2.56;Garantía de rendimiento;El sistema debe asegurar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;94;
NFR-0394;3;2.2.57;Garantía de seguridad;Como usuario requiero que asegurar el rendimiento bajo carga máxima en todos los entornos operativos.;76;
NFR-0395;3;2.2.58;Control de escalabilidad;Como usuario requiero que garantizar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;87;
NFR-0396;3;2.2.59;Garantía de usabilidad;Como usuario requiero que verificar la protección de datos sensibles con un impacto mínimo en UX.;81;
NFR-0397;3;2.2.60;Cumplimiento acceso;El sistema debe verificar la disponibilidad continua manteniendo consistencia transaccional.;74;
NFR-0398;3;2.2.61;Cumplimiento backups;La arquitectura debe asegurar los estándares de seguridad durante operaciones críticas.;73;
NFR-0399;3;2.2.62;Control de backups;La arquitectura debe implementar la escalabilidad automática en todos los entornos operativos.;82;
NFR-0400;3;2.2.63;Requisito de rendimiento;El sistema debe asegurar la protección de datos sensibles durante operaciones críticas.;82;
NFR-0401;3;2.2.64;Garantía de seguridad;El sistema debe cumplir con los estándares de seguridad siguiendo las mejores prácticas del sector.;85;
NFR-0402;3;2.2.65;Requisito de disponibilidad;El sistema debe garantizar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;72;
NFR-0403;3;2.2.66;Control de backups;Como usuario requiero que verificar la disponibilidad continua siguiendo las mejores prácticas del sector.;91;
NFR-0404;3;2.2.67;Garantía de usabilidad;La arquitectura debe implementar la disponibilidad continua en todos los entornos operativos.;95;
NFR-0405;3;2.2.68;Política de disponibilidad;El sistema debe implementar la protección de datos sensibles en todos los entornos operativos.;91;
NFR-0406;3;2.2.69;Política de escalabilidad;El sistema debe verificar la disponibilidad continua siguiendo las mejores prácticas del sector.;73;
NFR-0407;3;2.2.70;Garantía de escalabilidad;La arquitectura debe cumplir con la disponibilidad continua durante operaciones críticas.;90;
NFR-0408;3;2.2.71;Política de rendimiento;La arquitectura debe implementar el rendimiento bajo carga máxima con un impacto mínimo en UX.;72;
NFR-0409;3;2.2.72;Requisito de escalabilidad;La arquitectura debe cumplir con la escalabilidad automática manteniendo consistencia transaccional.;86;
NFR-0410;3;2.2.73;Control de backups;Como usuario requiero que garantizar la disponibilidad continua en todos los entornos operativos.;74;
NFR-0411;3;2.2.74;Garantía de rendimiento;La arquitectura debe cumplir con el rendimiento bajo carga máxima con un impacto mínimo en UX.;75;
NFR-0412;3;2.2.75;Requisito de seguridad;El sistema debe cumplir con los estándares de seguridad manteniendo consistencia transaccional.;75;
NFR-0413;3;2.2.76;Cumplimiento usabilidad;Como usuario requiero que verificar la protección de datos sensibles durante operaciones críticas.;72;
NFR-0414;3;2.2.77;Garantía de recuperación;El sistema debe implementar la disponibilidad continua manteniendo consistencia transaccional.;94;
NFR-0415;3;2.2.78;Control de seguridad;La arquitectura debe garantizar la escalabilidad automática durante operaciones críticas.;74;
NFR-0416;3;2.2.79;Política de recuperación;El sistema debe garantizar la disponibilidad continua manteniendo consistencia transaccional.;94;
NFR-0417;3;2.2.80;Garantía de backups;Como usuario requiero que verificar la disponibilidad continua siguiendo las mejores prácticas del sector.;92;
NFR-0418;3;2.2.81;Control de backups;La arquitectura debe verificar la escalabilidad automática con un impacto mínimo en UX.;88;
NFR-0419;3;2.2.82;Cumplimiento disponibilidad;El sistema debe implementar la protección de datos sensibles siguiendo las mejores prácticas del sector.;82;
NFR-0420;3;2.2.83;Requisito de disponibilidad;La arquitectura debe verificar los estándares de seguridad en todos los entornos operativos.;82;
NFR-0421;3;2.2.84;Requisito de escalabilidad;Como usuario requiero que asegurar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;81;
NFR-0422;3;2.2.85;Garantía de auditoría;Como usuario requiero que cumplir con la protección de datos sensibles manteniendo consistencia transaccional.;92;
NFR-0423;3;2.2.86;Política de auditoría;Como usuario requiero que garantizar la escalabilidad automática con un impacto mínimo en UX.;91;
NFR-0424;3;2.2.87;Requisito de usabilidad;Como usuario requiero que garantizar el rendimiento bajo carga máxima siguiendo las mejores prácticas del sector.;91;
NFR-0425;3;2.2.88;Política de recuperación;Como usuario requiero que garantizar la escalabilidad automática siguiendo las mejores prácticas del sector.;72;
NFR-0426;2;2.3;Auditoría;Requisitos de Auditoría para el área de Seguridad;83;
NFR-0427;3;2.3.1;Política de auditoría;La arquitectura debe verificar el rendimiento bajo carga máxima durante operaciones críticas.;83;
NFR-0428;3;2.3.2;Política de seguridad;La arquitectura debe verificar los estándares de seguridad siguiendo las mejores prácticas del sector.;83;
NFR-0429;3;2.3.3;Garantía de integridad;Como usuario requiero que asegurar el rendimiento bajo carga máxima en todos los entornos operativos.;83;
NFR-0430;3;2.3.4;Política de seguridad;La arquitectura debe implementar el rendimiento bajo carga máxima manteniendo consistencia transaccional.;86;
NFR-0431;3;2.3.5;Cumplimiento recuperación;La arquitectura debe verificar los estándares de seguridad en todos los entornos operativos.;82;
NFR-0432;3;2.3.6;Requisito de backups;El sistema debe garantizar los estándares de seguridad durante operaciones críticas.;78;
NFR-0433;3;2.3.7;Control de disponibilidad;Como usuario requiero que asegurar la disponibilidad continua siguiendo las mejores prácticas del sector.;94;
NFR-0434;3;2.3.8;Control de auditoría;Como usuario requiero que verificar los estándares de seguridad con un impacto mínimo en UX.;72;
NFR-0435;3;2.3.9;Garantía de backups;La arquitectura debe verificar los estándares de seguridad en todos los entornos operativos.;93;
NFR-0436;3;2.3.10;Cumplimiento acceso;Como usuario requiero que verificar la disponibilidad continua con un impacto mínimo en UX.;93;
NFR-0437;3;2.3.11;Requisito de recuperación;El sistema debe verificar los estándares de seguridad con un impacto mínimo en UX.;82;
NFR-0438;3;2.3.12;Cumplimiento usabilidad;La arquitectura debe garantizar el rendimiento bajo carga máxima durante operaciones críticas.;80;
NFR-0439;3;2.3.13;Política de disponibilidad;Como usuario requiero que cumplir con la protección de datos sensibles durante operaciones críticas.;92;
NFR-0440;3;2.3.14;Control de rendimiento;La arquitectura debe garantizar la disponibilidad continua siguiendo las mejores prácticas del sector.;75;
NFR-0441;3;2.3.15;Cumplimiento integridad;Como usuario requiero que cumplir con la protección de datos sensibles en todos los entornos operativos.;76;
NFR-0442;3;2.3.16;Cumplimiento auditoría;La arquitectura debe asegurar la protección de datos sensibles durante operaciones críticas.;87;
